Entry	Cross-reference (Gramene)
A0A1D6NF71	Zm00001d043809_T003;Zm00001d043809_T004;
A0A1D6NF73	Zm00001d043809_T002;Zm00001d043809_T005;Zm00001d043809_T006;Zm00001d043809_T007;Zm00001d043809_T008;Zm00001d043809_T009;
A0A1D6NF77	Zm00001d043809_T010;Zm00001d043809_T011;
A0A1D6NF79	Zm00001d043809_T012;
A0A1D6NF81	Zm00001d043809_T014;
A0A1D6NF82	Zm00001d043809_T015;
A0A1D6NF83	Zm00001d043812_T001;
A0A1D6NF86	Zm00001d043813_T003;
A0A1D6NF88	Zm00001d043814_T001;
A0A1D6NF90	Zm00001d043814_T003;
A0A1D6NF91	Zm00001d043815_T001;
A0A1D6NF92	Zm00001d043815_T002;
A0A1D6NF93	Zm00001d043815_T003;
A0A1D6NF94	Zm00001d043815_T004;
A0A1D6NF96	Zm00001d043815_T006;
A0A1D6NF97	Zm00001d043816_T001;
A0A1D6NF98	Zm00001d043817_T001;
A0A1D6NF99	Zm00001d043819_T001;
A0A1D6NFA0	Zm00001d043820_T001;
A0A1D6NFA1	Zm00001d043821_T001;
A0A1D6NFA2	Zm00001d043821_T002;
A0A1D6NFA4	Zm00001d043822_T001;Zm00001d043822_T002;
A0A1D6NFA5	Zm00001d043822_T003;
A0A1D6NFA6	Zm00001d043822_T004;
A0A1D6NFA7	Zm00001d043823_T001;
A0A1D6NFA8	Zm00001d043824_T001;
A0A1D6NFA9	Zm00001d043825_T001;
A0A1D6NFB0	Zm00001d043826_T001;
A0A1D6NFB1	Zm00001d043827_T001;
A0A1D6NFB2	Zm00001d043827_T002;
A0A1D6NFB3	Zm00001d043827_T003;
A0A1D6NFB5	Zm00001d043829_T001;
A0A1D6NFB7	Zm00001d043831_T001;
A0A1D6NFB8	Zm00001d043831_T002;
A0A1D6NFB9	Zm00001d043832_T001;
A0A1D6NFC0	Zm00001d043834_T001;
A0A1D6NFC1	Zm00001d043834_T002;
A0A1D6NFC2	Zm00001d043835_T001;
A0A1D6NFC3	Zm00001d043835_T002;
A0A1D6NFC4	Zm00001d043835_T003;
A0A1D6NFC5	Zm00001d043835_T004;
A0A1D6NFC6	Zm00001d043835_T005;
A0A1D6NFC7	Zm00001d043835_T006;
A0A1D6NFC8	Zm00001d043835_T007;
A0A1D6NFD0	Zm00001d043835_T008;Zm00001d043835_T009;
A0A1D6NFD1	Zm00001d043835_T010;
A0A1D6NFD2	Zm00001d043837_T001;
A0A1D6NFD3	Zm00001d043838_T001;
A0A1D6NFD5	Zm00001d043838_T003;
A0A1D6NFD7	Zm00001d043840_T001;
A0A1D6NFD8	Zm00001d043840_T002;
A0A1D6NFD9	Zm00001d043840_T003;
A0A1D6NFE0	Zm00001d043840_T004;
A0A1D6NFE1	Zm00001d043840_T005;
A0A1D6NFE2	Zm00001d043841_T001;
A0A1D6NFE4	Zm00001d043841_T003;
A0A1D6NFE5	Zm00001d043841_T004;
A0A1D6NFE6	Zm00001d043841_T005;
A0A1D6NFE7	Zm00001d043841_T006;
A0A1D6NFE8	Zm00001d043841_T007;
A0A1D6NFE9	Zm00001d043841_T008;
A0A1D6NFF0	Zm00001d043841_T009;
A0A1D6NFF1	Zm00001d043841_T010;
A0A1D6NFF2	Zm00001d043841_T011;
A0A1D6NFF3	Zm00001d043841_T012;
A0A1D6NFF4	Zm00001d043842_T001;
A0A1D6NFF9	Zm00001d043842_T006;
A0A1D6NFG3	Zm00001d043842_T010;
A0A1D6NFG4	Zm00001d043842_T011;
A0A1D6NFG5	Zm00001d043842_T012;
A0A1D6NFG6	Zm00001d043842_T013;
A0A1D6NFG8	Zm00001d043843_T002;
A0A1D6NFG9	Zm00001d043844_T001;
A0A1D6NFH5	Zm00001d043845_T006;
A0A1D6NFH6	Zm00001d043845_T007;
A0A1D6NFH7	Zm00001d043845_T008;Zm00001d043845_T012;Zm00001d043845_T016;Zm00001d043845_T039;Zm00001d043845_T067;
A0A1D6NFH8	Zm00001d043845_T002;Zm00001d043845_T009;
A0A1D6NFH9	Zm00001d043845_T010;
A0A1D6NFI0	Zm00001d043845_T011;
A0A1D6NFI2	Zm00001d043845_T013;
A0A1D6NFI4	Zm00001d043845_T015;
A0A1D6NFI9	Zm00001d043845_T003;Zm00001d043845_T017;Zm00001d043845_T020;Zm00001d043845_T022;Zm00001d043845_T036;Zm00001d043845_T037;Zm00001d043845_T069;
A0A1D6NFJ2	Zm00001d043845_T023;
A0A1D6NFJ3	Zm00001d043845_T024;
A0A1D6NFJ4	Zm00001d043845_T025;Zm00001d043845_T026;
A0A1D6NFJ6	Zm00001d043845_T027;
A0A1D6NFJ9	Zm00001d043845_T029;Zm00001d043845_T030;
A0A1D6NFK0	Zm00001d043845_T028;Zm00001d043845_T031;
A0A1D6NFK1	Zm00001d043845_T018;Zm00001d043845_T032;Zm00001d043845_T053;
A0A1D6NFL0	Zm00001d043845_T001;Zm00001d043845_T005;Zm00001d043845_T014;Zm00001d043845_T019;Zm00001d043845_T033;Zm00001d043845_T034;Zm00001d043845_T038;Zm00001d043845_T041;Zm00001d043845_T050;
A0A1D6NFL1	Zm00001d043845_T004;Zm00001d043845_T035;Zm00001d043845_T042;
A0A1D6NFL2	Zm00001d043845_T040;Zm00001d043845_T043;Zm00001d043845_T044;Zm00001d043845_T045;
A0A1D6NFM1	Zm00001d043845_T052;
A0A1D6NFM6	Zm00001d043845_T057;
A0A1D6NFM7	Zm00001d043845_T058;
A0A1D6NFN0	Zm00001d043845_T061;
A0A1D6NFN4	Zm00001d043845_T060;Zm00001d043845_T063;Zm00001d043845_T065;
A0A1D6NFN5	Zm00001d043845_T066;
A0A1D6NFN7	Zm00001d043845_T068;
A0A1D6NFN9	Zm00001d043845_T070;
A0A1D6NFP1	Zm00001d043845_T072;
A0A1D6NFP3	Zm00001d043845_T074;Zm00001d043845_T076;
A0A1D6NFP4	Zm00001d043845_T075;
A0A1D6NFP6	Zm00001d043845_T077;
A0A1D6NFP7	Zm00001d043845_T078;
A0A1D6NFP8	Zm00001d043845_T079;
A0A1D6NFQ0	Zm00001d043845_T081;
A0A1D6NFQ1	Zm00001d043845_T021;Zm00001d043845_T082;
A0A1D6NFQ3	Zm00001d043845_T084;
A0A1D6NFQ5	Zm00001d043845_T086;
A0A1D6NFQ6	Zm00001d043847_T001;
A0A1D6NFQ7	Zm00001d043849_T001;
A0A1D6NFR0	Zm00001d043851_T002;
A0A1D6NFR1	Zm00001d043852_T001;
A0A1D6NFR2	Zm00001d043853_T001;
A0A1D6NFR3	Zm00001d043854_T001;
A0A1D6NFR5	Zm00001d043854_T003;
A0A1D6NFR6	Zm00001d043854_T004;
A0A1D6NFR7	Zm00001d043855_T001;
A0A1D6NFR8	Zm00001d043855_T002;
A0A1D6NFS0	Zm00001d043855_T004;
A0A1D6NFS2	Zm00001d043857_T001;
A0A1D6NFS3	Zm00001d043858_T001;
A0A1D6NFS4	Zm00001d043859_T001;
A0A1D6NFS5	Zm00001d043860_T001;
A0A1D6NFS7	Zm00001d043860_T002;Zm00001d043860_T003;Zm00001d043860_T005;
A0A1D6NFS8	Zm00001d043860_T004;Zm00001d043860_T006;
A0A1D6NFT1	Zm00001d043860_T007;
A0A1D6NFT2	Zm00001d043860_T008;
A0A1D6NFT3	Zm00001d043860_T009;
A0A1D6NFT4	Zm00001d043860_T010;
A0A1D6NFT5	Zm00001d043861_T001;
A0A1D6NFT6	Zm00001d043862_T001;
A0A1D6NFT7	Zm00001d043862_T002;Zm00001d043862_T003;
A0A1D6NFT9	Zm00001d043863_T001;
A0A1D6NFU0	Zm00001d043863_T002;
A0A1D6NFU1	Zm00001d043863_T003;
A0A1D6NFU3	Zm00001d043864_T001;
A0A1D6NFU4	Zm00001d043864_T002;
A0A1D6NFU6	Zm00001d043868_T001;
A0A1D6NFU7	Zm00001d043870_T001;
A0A1D6NFU8	Zm00001d043871_T001;
A0A1D6NFV1	Zm00001d043873_T002;
A0A1D6NFV2	Zm00001d043874_T001;
A0A1D6NFV3	Zm00001d043875_T001;
A0A1D6NFV5	Zm00001d043878_T001;
A0A1D6NFV7	Zm00001d043879_T001;Zm00001d043879_T002;
A0A1D6NFV9	Zm00001d043880_T002;
A0A1D6NFW0	Zm00001d043881_T001;
A0A1D6NFW1	Zm00001d043882_T001;
A0A1D6NFW2	Zm00001d043884_T001;
A0A1D6NFW3	Zm00001d043889_T001;
A0A1D6NFW4	Zm00001d043889_T002;
A0A1D6NFW5	Zm00001d043889_T003;
A0A1D6NFW9	Zm00001d043890_T004;
A0A1D6NFX0	Zm00001d043890_T003;Zm00001d043890_T005;Zm00001d043890_T006;Zm00001d043890_T009;
A0A1D6NFX2	Zm00001d043890_T007;
A0A1D6NFX3	Zm00001d043890_T001;Zm00001d043890_T002;Zm00001d043890_T008;Zm00001d043890_T010;
A0A1D6NFX6	Zm00001d043891_T001;
A0A1D6NFX7	Zm00001d043892_T001;
A0A1D6NFX8	Zm00001d043893_T001;
A0A1D6NFX9	Zm00001d043894_T001;
A0A1D6NFY2	Zm00001d043895_T003;
A0A1D6NFY3	Zm00001d043895_T004;
A0A1D6NFY4	Zm00001d043895_T005;
A0A1D6NFY5	Zm00001d043895_T006;
A0A1D6NFY6	Zm00001d043895_T007;
A0A1D6NFY7	Zm00001d043896_T001;
A0A1D6NFY8	Zm00001d043898_T001;
A0A1D6NFZ1	Zm00001d043900_T003;
A0A1D6NFZ2	Zm00001d043900_T009;Zm00001d043900_T012;
A0A1D6NFZ3	Zm00001d043900_T005;
A0A1D6NFZ4	Zm00001d043900_T006;
A0A1D6NFZ5	Zm00001d043900_T007;
A0A1D6NFZ6	Zm00001d043900_T008;
A0A1D6NG01	Zm00001d043900_T013;
A0A1D6NG02	Zm00001d043900_T014;
A0A1D6NG06	Zm00001d043900_T018;
A0A1D6NG07	Zm00001d043900_T019;
A0A1D6NG08	Zm00001d043900_T020;
A0A1D6NG10	Zm00001d043900_T002;Zm00001d043900_T022;
A0A1D6NG11	Zm00001d043900_T023;
A0A1D6NG14	Zm00001d043900_T021;Zm00001d043900_T026;Zm00001d043900_T027;
A0A1D6NG17	Zm00001d043903_T001;
A0A1D6NG18	Zm00001d043903_T002;
A0A1D6NG20	Zm00001d043903_T004;
A0A1D6NG21	Zm00001d043903_T005;
A0A1D6NG22	Zm00001d043903_T006;
A0A1D6NG23	Zm00001d043903_T007;
A0A1D6NG24	Zm00001d043903_T008;
A0A1D6NG25	Zm00001d043903_T009;
A0A1D6NG26	Zm00001d043904_T001;
A0A1D6NG27	Zm00001d043905_T001;Zm00001d043905_T002;Zm00001d043905_T004;Zm00001d043905_T005;
A0A1D6NG29	Zm00001d043905_T003;
A0A1D6NG32	Zm00001d043905_T006;
A0A1D6NG33	Zm00001d043905_T007;
A0A1D6NG35	Zm00001d043906_T002;
A0A1D6NG36	Zm00001d043906_T003;
A0A1D6NG37	Zm00001d043907_T001;
A0A1D6NG38	Zm00001d043907_T002;
A0A1D6NG39	Zm00001d043907_T003;
A0A1D6NG41	Zm00001d043907_T005;
A0A1D6NG42	Zm00001d043907_T006;
A0A1D6NG46	Zm00001d043909_T003;
A0A1D6NG47	Zm00001d043909_T001;Zm00001d043909_T002;Zm00001d043909_T004;Zm00001d043909_T005;Zm00001d043909_T006;Zm00001d043909_T007;Zm00001d043909_T008;Zm00001d043909_T010;Zm00001d043909_T012;Zm00001d043909_T013;
A0A1D6NG52	Zm00001d043909_T009;
A0A1D6NG59	Zm00001d043909_T018;Zm00001d043909_T021;Zm00001d043909_T022;
A0A1D6NG68	Zm00001d043909_T026;Zm00001d043909_T028;Zm00001d043909_T029;
A0A1D6NG75	Zm00001d043911_T002;
A0A1D6NG77	Zm00001d043912_T002;
A0A1D6NG78	Zm00001d043912_T003;
A0A1D6NG79	Zm00001d043912_T004;
A0A1D6NG81	Zm00001d043914_T001;
A0A1D6NG82	Zm00001d043915_T001;
A0A1D6NG83	Zm00001d043915_T002;
A0A1D6NG84	Zm00001d043915_T003;
A0A1D6NG86	Zm00001d043915_T005;
A0A1D6NG87	Zm00001d043915_T006;
A0A1D6NG88	Zm00001d043917_T001;
A0A1D6NG89	Zm00001d043918_T001;
A0A1D6NG90	Zm00001d043920_T001;
A0A1D6NG94	Zm00001d043922_T002;
A0A1D6NG95	Zm00001d043922_T003;
A0A1D6NG96	Zm00001d043922_T004;
A0A1D6NG97	Zm00001d043923_T001;
A0A1D6NG98	Zm00001d043924_T001;
A0A1D6NG99	Zm00001d043925_T001;
A0A1D6NGA0	Zm00001d043927_T001;
A0A1D6NGA2	Zm00001d043927_T003;
A0A1D6NGA3	Zm00001d043927_T004;
A0A1D6NGA5	Zm00001d043927_T006;Zm00001d043927_T013;
A0A1D6NGA8	Zm00001d043927_T009;
A0A1D6NGA9	Zm00001d043927_T010;
A0A1D6NGB3	Zm00001d043927_T014;
A0A1D6NGB4	Zm00001d043927_T002;Zm00001d043927_T007;Zm00001d043927_T011;Zm00001d043927_T016;
A0A1D6NGB6	Zm00001d043928_T001;
A0A1D6NGB8	Zm00001d043930_T001;
A0A1D6NGB9	Zm00001d043931_T001;
A0A1D6NGC0	Zm00001d043932_T001;
A0A1D6NGC1	Zm00001d043933_T001;
A0A1D6NGC2	Zm00001d043934_T001;
A0A1D6NGC3	Zm00001d043935_T001;
A0A1D6NGC4	Zm00001d043937_T001;
A0A1D6NGC5	Zm00001d043938_T001;
A0A1D6NGC6	Zm00001d043941_T001;
A0A1D6NGC9	Zm00001d043942_T003;
A0A1D6NGD1	Zm00001d043943_T001;
A0A1D6NGD3	Zm00001d043943_T003;
A0A1D6NGD4	Zm00001d043944_T001;
A0A1D6NGD5	Zm00001d043945_T001;
A0A1D6NGD6	Zm00001d043946_T001;
A0A1D6NGD8	Zm00001d043947_T001;
A0A1D6NGD9	Zm00001d043948_T001;
A0A1D6NGE0	Zm00001d043948_T002;Zm00001d043948_T005;
A0A1D6NGE1	Zm00001d043948_T003;
A0A1D6NGE2	Zm00001d043948_T004;
A0A1D6NGE4	Zm00001d043948_T006;
A0A1D6NGE5	Zm00001d043948_T007;
A0A1D6NGE6	Zm00001d043948_T008;
A0A1D6NGE8	Zm00001d043948_T009;Zm00001d043948_T010;
A0A1D6NGE9	Zm00001d043949_T001;
A0A1D6NGF1	Zm00001d043951_T001;
A0A1D6NGF3	Zm00001d043954_T001;Zm00001d043954_T002;
A0A1D6NGF7	Zm00001d043954_T005;
A0A1D6NGF8	Zm00001d043954_T004;Zm00001d043954_T006;Zm00001d043954_T007;
A0A1D6NGG0	Zm00001d043954_T008;
A0A1D6NGG3	Zm00001d043958_T001;Zm00001d043958_T002;
A0A1D6NGG4	Zm00001d043959_T001;Zm00001d043959_T003;
A0A1D6NGG8	Zm00001d043959_T005;
A0A1D6NGG9	Zm00001d043959_T002;Zm00001d043959_T004;Zm00001d043959_T006;
A0A1D6NGH0	Zm00001d043960_T001;
A0A1D6NGH1	Zm00001d043962_T001;
A0A1D6NGH2	Zm00001d043962_T002;
A0A1D6NGH3	Zm00001d043962_T003;
A0A1D6NGH5	Zm00001d043963_T002;
A0A1D6NGH7	Zm00001d043965_T002;
A0A1D6NGH8	Zm00001d043967_T001;
A0A1D6NGI0	Zm00001d043969_T001;
A0A1D6NGI4	Zm00001d043973_T001;
A0A1D6NGI5	Zm00001d043974_T001;
A0A1D6NGI7	Zm00001d043975_T002;
A0A1D6NGI8	Zm00001d043975_T003;
A0A1D6NGI9	Zm00001d043977_T001;
A0A1D6NGJ0	Zm00001d043978_T001;
A0A1D6NGJ1	Zm00001d043979_T001;
A0A1D6NGJ2	Zm00001d043979_T002;
A0A1D6NGJ3	Zm00001d043980_T001;
A0A1D6NGJ4	Zm00001d043981_T001;
A0A1D6NGJ5	Zm00001d043981_T002;
A0A1D6NGJ6	Zm00001d043981_T003;
A0A1D6NGJ7	Zm00001d043981_T004;
A0A1D6NGJ8	Zm00001d043981_T005;
A0A1D6NGK0	Zm00001d043981_T006;Zm00001d043981_T007;Zm00001d043981_T008;Zm00001d043981_T009;
A0A1D6NGK3	Zm00001d043981_T010;
A0A1D6NGK9	Zm00001d043982_T001;Zm00001d043982_T002;Zm00001d043982_T007;Zm00001d043982_T013;Zm00001d043982_T014;Zm00001d043982_T020;Zm00001d043982_T026;Zm00001d043982_T027;Zm00001d043982_T030;Zm00001d043982_T031;Zm00001d043982_T032;Zm00001d043982_T033;Zm00001d043982_T049;Zm00001d043982_T051;Zm00001d043982_T054;Zm00001d043982_T063;Zm00001d043982_T068;
A0A1D6NGL1	Zm00001d043982_T003;
A0A1D6NGL2	Zm00001d043982_T005;Zm00001d043982_T015;Zm00001d043982_T022;Zm00001d043982_T023;Zm00001d043982_T034;Zm00001d043982_T040;Zm00001d043982_T047;Zm00001d043982_T057;Zm00001d043982_T062;Zm00001d043982_T067;
A0A1D6NGL4	Zm00001d043982_T006;
A0A1D6NGL7	Zm00001d043982_T009;
A0A1D6NGM5	Zm00001d043982_T017;
A0A1D6NGP9	Zm00001d043982_T041;
A0A1D6NGQ0	Zm00001d043982_T010;Zm00001d043982_T036;Zm00001d043982_T042;Zm00001d043982_T066;
A0A1D6NGQ1	Zm00001d043982_T043;
A0A1D6NGQ3	Zm00001d043982_T045;
A0A1D6NGQ6	Zm00001d043982_T048;
A0A1D6NGR4	Zm00001d043982_T056;
A0A1D6NGS2	Zm00001d043982_T019;Zm00001d043982_T064;
A0A1D6NGS3	Zm00001d043982_T065;
A0A1D6NGS8	Zm00001d043982_T070;
A0A1D6NGT2	Zm00001d043984_T001;
A0A1D6NGT3	Zm00001d043985_T001;
A0A1D6NGT4	Zm00001d043986_T001;
A0A1D6NGT5	Zm00001d043986_T002;
A0A1D6NGT6	Zm00001d043986_T003;
A0A1D6NGT8	Zm00001d043986_T005;
A0A1D6NGT9	Zm00001d043986_T006;
A0A1D6NGU0	Zm00001d043986_T007;
A0A1D6NGU1	Zm00001d043986_T008;
A0A1D6NGU2	Zm00001d043986_T009;
A0A1D6NGU3	Zm00001d043986_T010;
A0A1D6NGU8	Zm00001d043991_T002;
A0A1D6NGU9	Zm00001d043992_T001;
A0A1D6NGV0	Zm00001d043992_T002;
A0A1D6NGV1	Zm00001d043992_T003;
A0A1D6NGV3	Zm00001d043993_T002;
A0A1D6NGV4	Zm00001d043993_T003;
A0A1D6NGV6	Zm00001d043993_T005;
A0A1D6NGV7	Zm00001d043993_T006;
A0A1D6NGV8	Zm00001d043994_T001;
A0A1D6NGV9	Zm00001d043997_T001;
A0A1D6NGW2	Zm00001d043997_T003;Zm00001d043997_T004;
A0A1D6NGW3	Zm00001d043997_T005;
A0A1D6NGW4	Zm00001d043997_T006;
A0A1D6NGW5	Zm00001d043997_T007;
A0A1D6NGW6	Zm00001d043997_T008;
A0A1D6NGW7	Zm00001d043997_T009;
A0A1D6NGW8	Zm00001d043997_T010;
A0A1D6NGW9	Zm00001d043998_T001;Zm00001d043998_T002;
A0A1D6NGX2	Zm00001d043998_T004;
A0A1D6NGX3	Zm00001d043998_T005;
A0A1D6NGX8	Zm00001d044002_T001;Zm00001d044002_T002;
A0A1D6NGY1	Zm00001d044005_T001;
A0A1D6NGY2	Zm00001d044007_T001;
A0A1D6NGY5	Zm00001d044008_T003;
A0A1D6NGY6	Zm00001d044008_T004;
A0A1D6NGY7	Zm00001d044008_T002;Zm00001d044008_T005;
A0A1D6NGY8	Zm00001d044008_T001;Zm00001d044008_T006;Zm00001d044008_T008;Zm00001d044008_T009;
A0A1D6NGY9	Zm00001d044008_T007;
A0A1D6NGZ2	Zm00001d044008_T010;
A0A1D6NGZ3	Zm00001d044008_T011;
A0A1D6NGZ4	Zm00001d044010_T001;
A0A1D6NGZ5	Zm00001d044011_T001;
A0A1D6NGZ6	Zm00001d044013_T001;
A0A1D6NGZ7	Zm00001d044014_T001;
A0A1D6NH00	Zm00001d044017_T001;
A0A1D6NH01	Zm00001d044018_T001;
A0A1D6NH05	Zm00001d044019_T004;
A0A1D6NH09	Zm00001d044019_T008;
A0A1D6NH10	Zm00001d044019_T009;
A0A1D6NH11	Zm00001d044019_T001;Zm00001d044019_T003;Zm00001d044019_T012;
A0A1D6NH14	Zm00001d044019_T007;Zm00001d044019_T014;
A0A1D6NH17	Zm00001d044019_T016;
A0A1D6NH18	Zm00001d044020_T001;
A0A1D6NH20	Zm00001d044022_T001;
A0A1D6NH22	Zm00001d044023_T002;Zm00001d044023_T025;Zm00001d044023_T032;Zm00001d044023_T033;
A0A1D6NH24	Zm00001d044023_T004;
A0A1D6NH29	Zm00001d044023_T001;Zm00001d044023_T003;Zm00001d044023_T007;Zm00001d044023_T009;Zm00001d044023_T010;Zm00001d044023_T011;Zm00001d044023_T013;Zm00001d044023_T014;Zm00001d044023_T018;Zm00001d044023_T021;Zm00001d044023_T022;Zm00001d044023_T026;Zm00001d044023_T027;Zm00001d044023_T028;Zm00001d044023_T029;Zm00001d044023_T030;Zm00001d044023_T031;Zm00001d044023_T034;Zm00001d044023_T035;Zm00001d044023_T036;Zm00001d044023_T038;Zm00001d044023_T041;Zm00001d044023_T043;Zm00001d044023_T045;
A0A1D6NH32	Zm00001d044023_T012;
A0A1D6NH35	Zm00001d044023_T015;
A0A1D6NH36	Zm00001d044023_T016;Zm00001d044023_T019;
A0A1D6NH37	Zm00001d044023_T017;
A0A1D6NH43	Zm00001d044023_T005;Zm00001d044023_T020;Zm00001d044023_T023;
A0A1D6NH44	Zm00001d044023_T008;Zm00001d044023_T024;
A0A1D6NH57	Zm00001d044023_T006;Zm00001d044023_T037;
A0A1D6NH59	Zm00001d044023_T039;Zm00001d044023_T046;
A0A1D6NH60	Zm00001d044023_T040;
A0A1D6NH62	Zm00001d044023_T042;
A0A1D6NH64	Zm00001d044023_T044;
A0A1D6NH67	Zm00001d044024_T001;Zm00001d044024_T008;
A0A1D6NH68	Zm00001d044024_T002;Zm00001d044024_T005;
A0A1D6NH69	Zm00001d044024_T003;Zm00001d044024_T004;
A0A1D6NH72	Zm00001d044024_T006;
A0A1D6NH75	Zm00001d044024_T009;
A0A1D6NH76	Zm00001d044024_T007;Zm00001d044024_T010;
A0A1D6NH77	Zm00001d044025_T001;
A0A1D6NH78	Zm00001d044026_T001;Zm00001d044026_T018;
A0A1D6NH79	Zm00001d044026_T002;Zm00001d044026_T042;Zm00001d044026_T046;
A0A1D6NH81	Zm00001d044026_T004;
A0A1D6NH82	Zm00001d044026_T007;Zm00001d044026_T050;
A0A1D6NH87	Zm00001d044026_T010;
A0A1D6NH88	Zm00001d044026_T011;
A0A1D6NH90	Zm00001d044026_T013;
A0A1D6NH96	Zm00001d044026_T019;
A0A1D6NH97	Zm00001d044026_T003;Zm00001d044026_T020;
A0A1D6NH98	Zm00001d044026_T021;
A0A1D6NH99	Zm00001d044026_T006;Zm00001d044026_T025;Zm00001d044026_T038;
A0A1D6NHA0	Zm00001d044026_T023;Zm00001d044026_T039;
A0A1D6NHA1	Zm00001d044026_T024;
A0A1D6NHA7	Zm00001d044026_T015;Zm00001d044026_T016;Zm00001d044026_T029;Zm00001d044026_T032;Zm00001d044026_T035;Zm00001d044026_T044;
A0A1D6NHB1	Zm00001d044026_T034;
A0A1D6NHB3	Zm00001d044026_T036;
A0A1D6NHB8	Zm00001d044026_T017;Zm00001d044026_T033;Zm00001d044026_T037;Zm00001d044026_T041;Zm00001d044026_T045;Zm00001d044026_T053;Zm00001d044026_T054;
A0A1D6NHC0	Zm00001d044026_T043;
A0A1D6NHC4	Zm00001d044026_T047;
A0A1D6NHC5	Zm00001d044026_T048;
A0A1D6NHC9	Zm00001d044026_T052;
A0A1D6NHD3	Zm00001d044026_T055;
A0A1D6NHD4	Zm00001d044026_T057;
A0A1D6NHD6	Zm00001d044026_T059;
A0A1D6NHD7	Zm00001d044026_T058;Zm00001d044026_T060;
A0A1D6NHD8	Zm00001d044026_T061;
A0A1D6NHE0	Zm00001d044026_T063;
A0A1D6NHE1	Zm00001d044026_T064;
A0A1D6NHE2	Zm00001d044027_T001;
A0A1D6NHE3	Zm00001d044028_T001;
A0A1D6NHE4	Zm00001d044030_T001;
A0A1D6NHE5	Zm00001d044031_T001;
A0A1D6NHE6	Zm00001d044032_T001;
A0A1D6NHE8	Zm00001d044033_T002;
A0A1D6NHE9	Zm00001d044034_T001;
A0A1D6NHF1	Zm00001d044036_T001;Zm00001d044036_T003;
A0A1D6NHF2	Zm00001d044036_T002;
A0A1D6NHF5	Zm00001d044036_T005;
A0A1D6NHF6	Zm00001d044036_T006;
A0A1D6NHF8	Zm00001d044037_T001;
A0A1D6NHG0	Zm00001d044039_T001;
A0A1D6NHG1	Zm00001d044040_T001;Zm00001d044040_T002;
A0A1D6NHG6	Zm00001d044044_T001;Zm00001d044044_T002;
A0A1D6NHG9	Zm00001d044048_T001;
A0A1D6NHH0	Zm00001d044048_T002;
A0A1D6NHH1	Zm00001d044049_T001;
A0A1D6NHH2	Zm00001d044050_T001;
A0A1D6NHH3	Zm00001d044052_T001;
A0A1D6NHH4	Zm00001d044053_T001;
A0A1D6NHH6	Zm00001d044054_T001;Zm00001d044054_T002;
A0A1D6NHH7	Zm00001d044054_T003;
A0A1D6NHI0	Zm00001d044056_T003;
A0A1D6NHI2	Zm00001d044056_T005;
A0A1D6NHI3	Zm00001d044056_T001;Zm00001d044056_T006;
A0A1D6NHI5	Zm00001d044056_T008;
A0A1D6NHI6	Zm00001d044056_T009;
A0A1D6NHI7	Zm00001d044056_T010;
A0A1D6NHJ0	Zm00001d044057_T003;
A0A1D6NHJ1	Zm00001d044057_T004;
A0A1D6NHJ5	Zm00001d006862_T005;Zm00001d044057_T008;Zm00001d053790_T008;
A0A1D6NHJ9	Zm00001d044057_T012;
A0A1D6NHK0	Zm00001d044057_T013;
A0A1D6NHK1	Zm00001d044058_T001;
A0A1D6NHK3	Zm00001d044060_T001;
A0A1D6NHK4	Zm00001d044061_T001;
A0A1D6NHK5	Zm00001d044065_T001;
A0A1D6NHK8	Zm00001d044071_T001;
A0A1D6NHK9	Zm00001d044073_T001;
A0A1D6NHL0	Zm00001d044073_T002;
A0A1D6NHL1	Zm00001d044074_T001;
A0A1D6NHL2	Zm00001d044075_T001;
A0A1D6NHL3	Zm00001d044076_T001;
A0A1D6NHL5	Zm00001d044079_T001;
A0A1D6NHM0	Zm00001d044083_T002;Zm00001d044083_T003;
A0A1D6NHM1	Zm00001d044083_T004;
A0A1D6NHM3	Zm00001d044083_T006;
A0A1D6NHM4	Zm00001d044084_T001;
A0A1D6NHM6	Zm00001d044087_T001;
A0A1D6NHM8	Zm00001d044088_T002;
A0A1D6NHM9	Zm00001d044088_T003;
A0A1D6NHN2	Zm00001d044089_T002;
A0A1D6NHN3	Zm00001d044089_T003;
A0A1D6NHN6	Zm00001d044090_T001;
A0A1D6NHN7	Zm00001d044090_T002;
A0A1D6NHN8	Zm00001d044090_T003;
A0A1D6NHN9	Zm00001d044090_T004;
A0A1D6NHP1	Zm00001d044091_T002;Zm00001d044091_T003;
A0A1D6NHP3	Zm00001d044091_T004;
A0A1D6NHP5	Zm00001d044092_T001;
A0A1D6NHP6	Zm00001d044093_T001;
A0A1D6NHP7	Zm00001d044094_T001;
A0A1D6NHP8	Zm00001d044094_T002;Zm00001d044094_T003;
A0A1D6NHQ1	Zm00001d044096_T001;Zm00001d044096_T002;
A0A1D6NHQ4	Zm00001d044096_T004;
A0A1D6NHQ5	Zm00001d044096_T005;
A0A1D6NHQ6	Zm00001d044096_T006;
A0A1D6NHQ7	Zm00001d044099_T001;
A0A1D6NHQ9	Zm00001d044099_T003;
A0A1D6NHR1	Zm00001d044099_T005;
A0A1D6NHR2	Zm00001d044100_T001;
A0A1D6NHR3	Zm00001d044101_T001;Zm00001d044101_T004;
