PathwayID	SubPathways	Reactions
PWY-6120		"CYCLOHEXADIENYL-DEHYDROGENASE-RXN"" // ""PREPHENATE-TRANSAMINE-RXN"" // ""CHORISMATEMUT-RXN"
TYROSINE-DEG		
VALSYN-PWY		"ACETOLACTSYN-RXN"" // ""ACETOLACTREDUCTOISOM-RXN"" // ""BRANCHED-CHAINAMINOTRANSFERVAL-RXN"" // ""DIHYDROXYISOVALDEHYDRAT-RXN"
VALINE-BIOSYNTHESIS		
VALINE-DEG		
VALDEG-PWY		"RXN-11213"" // ""2.6.1.22-RXN"" // ""1.2.1.25-RXN"" // ""3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN"" // ""3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN"" // ""METHYLACYLYLCOA-HYDROXY-RXN"" // ""MEPROPCOA-FAD-RXN"" // ""BRANCHED-CHAINAMINOTRANSFERVAL-RXN"
Lactaldehyde-Degradation		
LACTOSE-DEG		
PWY-5175		"RXN-8030"" // ""RXN-8029"" // ""RXN-8028"
LEUCOANTHOCYANIDIN-SYN		
PWY1F-823		"RXN-7775"" // ""RXN-525"" // ""DIHYDROKAEMPFEROL-4-REDUCTASE-RXN"" // ""RXN-600"
LIGNAN-SYN		
LIGNIN-SYN		
Limonene-Degradation		
Linalool-Biosynthesis		
PWY-7182		"4.2.3.26-RXN"" // ""GPPSYN-RXN"
PWY-5365		"2.1.1.69-RXN"" // ""RXN-8387"" // ""RXN-8386"" // ""RXN-8383"" // ""RXN-8382"
Linoleate-Biosynthesis		
PWY-5995		"RXN-16045"" // ""RXN-16036"" // ""RXN-9669"" // ""RXN-9670"
NAGLIPASYN-PWY		"UDPNACETYLGLUCOSAMACYLTRANS-RXN"" // ""UDPACYLGLCNACDEACETYL-RXN"" // ""UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN"" // ""LIPIDXSYNTHESIS-RXN"" // ""TETRAACYLDISACC4KIN-RXN"" // ""LIPIDADISACCHARIDESYNTH-RXN"
PWY-4541		"RXN-7182"" // ""2.7.1.151-RXN"" // ""RXN-7162"" // ""RXN-7163"
PWY-4562		"RXN-7185"" // ""RXN-7186"" // ""RXN-7163"" // ""RXN-7184"" // ""2.7.1.133-RXN"" // ""2.7.1.140-RXN"" // ""2.7.1.139-RXN"
Lipoate-Biosynthesis		
PWY0-501		"RXN0-947"" // ""RXN0-949"
LIPOPEPTIDE-BIOSYNTHESIS		
Lipopolysaccharide-Biosynthesis		
PWY-5143		RXN-7904
PWY-5947		"RXN-5962"" // ""RXN-5961"" // ""RXN1F-148"
PWY-5060		"RXN-7687"" // ""RXN-7686"" // ""RXN-7653"" // ""RXN-7652"" // ""RXN-7651"" // ""RXN-7650"
PWY-7252		"RXN-14424"" // ""RXN-14423"" // ""RXN-14422"
Lycopene-Biosynthesis		
Macrolides-Biosynthesis		
Macromolecule-Modification		
PWY-5876		"RXN-9315"" // ""RXN-9314"
MALATE-OXALOACETATE-SHUTTLE		
Malonate-Degradation		
MANDELATE-DEG		
Manganese-Oxidation		
PWY-3881		"MANNPISOM-RXN"" // ""MANNOSE-6-PHOSPHATE-6-REDUCTASE-RXN"" // ""MANNITOL-1-PHOSPHATASE-RXN"
Mannosylglucosylglycerate-Biosynthesis		
Mannosylglycerate-Biosynthesis		
PWY-5466		"RXN-17353"" // ""RXN-17352"" // ""RXN-17351"" // ""RXN-8684"" // ""RXN-8683"" // ""RXN-8681"" // ""RXN-8680"" // ""RXN-8679"" // ""RXN-8678"" // ""RXN-8677"
PWY-5793		"RXN-9085"" // ""RXN-9082"" // ""RXN-9081"
Melatonin-Degradation		
Menaquinone-Biosynthesis		
Mercury-Detoxification		
Metabolic-Clusters		
Metabolic-Regulators		
Methane-Oxidation		
METHANOGENESIS		
Methanol-Oxidation		
Methylamine-Degradation		
NONMEVIPP-PWY		"RXN-15878"" // ""IPPISOM-RXN"" // ""2.7.7.60-RXN"" // ""2.7.1.148-RXN"" // ""ISPH2-RXN"" // ""RXN0-884"" // ""RXN0-302"" // ""DXPREDISOM-RXN"" // ""DXS-RXN"
PWY-7560		"IPPISOM-RXN"" // ""2.7.7.60-RXN"" // ""2.7.1.148-RXN"" // ""ISPH2-RXN"" // ""RXN0-884"" // ""RXN0-882"" // ""RXN0-302"" // ""DXPREDISOM-RXN"" // ""DXS-RXN"
PWY-5386		"DLACTDEHYDROGFAD-RXN"" // ""GLYOXII-RXN"" // ""GLYOXI-RXN"
PWY-5453		"RXN-8632"" // ""RXN0-4281"
Methylglyoxal-Detoxification		
PWY-6730		"RXN-11268"" // ""RXN-11267"" // ""RXN-11241"
Methylphosphonate-Degradation		
Methylthiopropionate-Degradation		
PWY-922		"IPPISOM-RXN"" // ""DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN"" // ""PHOSPHOMEVALONATE-KINASE-RXN"" // ""MEVALONATE-KINASE-RXN"" // ""1.1.1.34-RXN"" // ""HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN"" // ""ACETYL-COA-ACETYLTRANSFER-RXN"
Amino-Acids-Modification		
PWY-6823		"RXN-17809"" // ""RXN0-308"" // ""RXN-12473"" // ""RXN-11361"" // ""RXN-8348"" // ""RXN-8344"" // ""RXN-8342"" // ""RXN-8340"
Molybdenum-Cofactor-Biosynthesis		
PWY-7477		"RXN-15453"" // ""RXN-15452"" // ""RXN-12883"" // ""RXN-12882"" // ""RXN-12881"" // ""RXN-12880"" // ""RXN-15399"" // ""RXN-9290"
MONOTERPENOID-SYN		
PWY-2301		"MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN"" // ""MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN"
Myo-Inositol-Biosynthesis		
N-Acetylglucosamine-Degradation		
NAN-MANNACs-degradation		
NAD-SYN		
PYRIDNUCSYN-PWY		"L-ASPARTATE-OXID-RXN"" // ""QUINOLINATE-SYNTHA-RXN"" // ""QUINOPRIBOTRANS-RXN"" // ""NAD-SYNTH-NH3-RXN"" // ""NAD-SYNTH-GLN-RXN"" // ""NICONUCADENYLYLTRAN-RXN"
NAD-Metabolism		
PWY-5083		"RXN-5822"" // ""RXN-7703"" // ""NADH-KINASE-RXN"" // ""NADH-DEHYDROG-A-RXN"" // ""NAD-KIN-RXN"" // ""PYRNUTRANSHYDROGEN-RXN"
PWY-6938		"RXN-12754"" // ""RXN-12752"" // ""RXN-12753"" // ""4.2.1.93-RXN"
Naphthalene-Degradation		
PWY-6287		"RXNARA-8002"" // ""RXN-8024"" // ""RXN-8023"" // ""2.5.1.32-RXN"" // ""RXN-8022"
Nicotinate-Degradation		
Nicotine-Degradation		
Nitrate-Reduction		
PWY-381		"FERREDOXIN--NITRITE-REDUCTASE-RXN"" // ""GLUTAMINESYN-RXN"" // ""NITRATE-REDUCTASE-NADH-RXN"
Nitric-Oxide-Biosynthesis		
Nitroaromatic-Degradation		
Nitrobenzene-Degradation		
Nitrobenzoate-Degradation		
NITROGEN-DEG		
N-CONTAINING-GLUCOSIDE-DEG		
N-CONTAINING-SECONDARY-CMPD-DEG		
Nitrogen-Fixation		
N-CONTAINING-GLUCOSIDE-SYN		
N-CONTAINING-SECONDARY-CMPD-SYN		
Nitrophenol-Degradation		
Nitro-Toluene-Degradation		
NON-PROTEIN-AMINO-ACID-SYN		
PWY-5805		TRANS-OCTAPRENYLTRANSTRANSFERASE-RXN
NORLIGNANS		
Nucleic-Acid-Processing		
PWY-6237		"RXN0-901"" // ""TRANS-RXN-207"" // ""TRANS-RXN-206"
Nucleotide-Biosynthesis		
NUCLEO-DEG		
O-Antigen-Biosynthesis		
PWY-7388		"RXN-14973"" // ""RXN-14972"" // ""RXN-9516"" // ""RXN-9515"" // ""4.2.1.58-RXN"" // ""RXN-9514"" // ""3-OXOACYL-ACP-SYNTH-BASE-RXN"" // ""MALONYL-COA-ACP-TRANSACYL-RXN"" // ""ACETYL-COA-CARBOXYLTRANSFER-RXN"
Oleate-Biosynthesis		
PWY-5147		"RXN-9644"" // ""3.1.2.14-RXN"" // ""RXN-7903"
Olefins-Biosynthesis		
Oligosaccharides-Biosynthesis		
PWY-6295		"RXN-10689"" // ""RXN-10688"" // ""RXN-10687"
Organic-solutes-Biosynthesis		
PWY-7060		"TRANS-RXN-230"" // ""TRANS-RXN-229"" // ""CARBAMATE-KINASE-RXN"" // ""RXN-13482"" // ""TRANS-RXN-228"" // ""TRANS-RXN-227"" // ""ORNCARBAMTRANSFER-RXN"" // ""GLUTAMINESYN-RXN"" // ""CARBPSYN-RXN"
PWY-7489		"RXN-15467"" // ""RXN-15466"" // ""RXN-15465"" // ""RXN-15464"
PWY-7478		"RXN-15441"" // ""RXN-15394"" // ""RXN-15381"" // ""RXN-15382"" // ""RXN-15379"
PWY-7481		"RXN-15428"" // ""RXN-12879"" // ""RXN-12593"
OTHER-ENERGY		
Other-Amino-Acid-Biosynthesis		
MISCELLANEOUS-DEG		
Other-biosynthesis		
Oxalate-Degradation		
PHOTOALL-PWY	PWY-101	"RIB5PISOM-RXN"" // ""PHOSPHORIBULOKINASE-RXN"" // ""RIBULP3EPIM-RXN"" // ""SEDOHEPTULOSE-BISPHOSPHATASE-RXN"" // ""2TRANSKETO-RXN"" // ""1TRANSKETO-RXN"" // ""F16BDEPHOS-RXN"" // ""SEDOBISALDOL-RXN"" // ""F16ALDOLASE-RXN"" // ""TRIOSEPISOMERIZATION-RXN"" // ""1.2.1.13-RXN"" // ""PHOSGLYPHOS-RXN"" // ""RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN"" // ""RXN-15479"" // ""PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN"" // ""1.18.1.2-RXN"" // ""PSII-RXN"
Palmitate-Biosynthesis		
PWY-5971		"RXN-16393"" // ""RXN-9623"" // ""RXN-9655"" // ""3.1.2.21-RXN"" // ""RXN-9549"" // ""RXN-9663"" // ""4.2.1.61-RXN"" // ""RXN-9540"" // ""RXN-9539"" // ""RXN-9662"" // ""RXN-9537"" // ""RXN-9536"" // ""RXN-9535"" // ""RXN-9661"" // ""RXN-9533"" // ""RXN-9532"" // ""RXN-9531"" // ""RXN-9660"" // ""RXN-9528"" // ""RXN-9527"" // ""4.2.1.59-RXN"" // ""RXN-9659"" // ""RXN-9524"" // ""RXN-9523"" // ""4.2.1.58-RXN"" // ""RXN-9514"" // ""RXN-9516"" // ""RXN-9518"" // ""RXN-9520"" // ""RXN-9658"" // ""RXN-9657"
Palmitoleate-Biosynthesis		
Paromamine-Biosynthesis		
Pectin-Degradation		
PWY-5139		"RXN-7998"" // ""RXN-7997"" // ""RXN-7832"" // ""RXN-7834"" // ""RXN-7830"" // ""RXN-7828"
PENTOSE-P-PWY	OXIDATIVEPENT-PWY	"GLU6PDEHYDROG-RXN"" // ""RXN-9952"" // ""6PGLUCONOLACT-RXN"" // ""RIB5PISOM-RXN"" // ""RIBULP3EPIM-RXN"" // ""1TRANSKETO-RXN"" // ""2TRANSKETO-RXN"" // ""TRANSALDOL-RXN"
NONOXIPENT-PWY		"RIB5PISOM-RXN"" // ""RIBULP3EPIM-RXN"" // ""1TRANSKETO-RXN"" // ""2TRANSKETO-RXN"" // ""TRANSALDOL-RXN"
OXIDATIVEPENT-PWY		"GLU6PDEHYDROG-RXN"" // ""RXN-9952"" // ""6PGLUCONOLACT-RXN"
Pentose-Phosphate-Cycle		
PEPTIDE-ALKALOIDS		
Peptidoglycan-Biosynthesis		
Peptidoglycan-Cross-Bridge-Biosynthesis		
PWY-5271		"RXN-8154"" // ""1.14.13.93-RXN"" // ""RXN-8153"
Phenol-Degradation		
Phenolic-Compounds-Degradation		
Phenylacetate-Degradation		
PWY-7075		RXN-13542
Phenylethylamine-Degradation		
PWY-361		"RXN-2602"" // ""1.14.13.36-RXN"" // ""RXN-2622"" // ""RXN-2621"" // ""2.3.1.133-RXN"" // ""RXN-2601"" // ""RXN-2581"" // ""RXN-1143"" // ""RXN-1142"" // ""CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN"" // ""RXN-1125"" // ""RXN-1102"" // ""RXN-1106"" // ""RXN-1101"" // ""4-COUMARATE--COA-LIGASE-RXN"
PWY1F-467		"TRANS-CINNAMATE-4-MONOOXYGENASE-RXN"" // ""PHENYLALANINE-AMMONIA-LYASE-RXN"
PHENYLPROPANOID-SYN		
PHENYLPROPANOID-DERIVATIVE-DEG		
PHLOBAPHENE-SYN		
PWY-6515		"RXN-11467"" // ""RXN-11468"" // ""RXN-11465"
PWY-6348		ACID-PHOSPHATASE-RXN
PWY-7039		"3.1.4.11-RXN"" // ""RXN-13336"" // ""PHOSCHOL-RXN"" // ""RXN-11277"" // ""DIACYLGLYKIN-RXN"
PWY-6803		"PHOSPHOLIPASE-A1-RXN"" // ""RXN-7904"" // ""PHOSPHOLIPASE-A2-RXN"" // ""2.3.1.23-RXN"
PhosphatidylcholineBiosynthesis		
PWY3O-450		"RXN-5781"" // ""2.7.7.15-RXN"" // ""CHOLINE-KINASE-RXN"
PWY4FS-2		"RXN-5781"" // ""2.7.7.15-RXN"" // ""RXN-5642"" // ""RXN-5643"" // ""2.1.1.103-RXN"
PWY4FS-3		"RXN4FS-2"" // ""RXN4FS-1"" // ""2.1.1.71-RXN"" // ""2.7.7.57-RXN"" // ""2.1.1.103-RXN"
PWY4FS-4		"RXN-5642"" // ""2.1.1.103-RXN"" // ""RXN4FS-2"" // ""RXN4FS-4"" // ""RXN4FS-3"
PWY-6825		"RXN4FS-2"" // ""2.1.1.71-RXN"" // ""2.1.1.17-RXN"
PhosphatidylethanolamineBiosynthesis		
PWY-5669		"PHOSPHASERDECARB-RXN"" // ""PHOSPHASERSYN-RXN"
PWY4FS-6		"RXN-5641"" // ""ETHANOLAMINEPHOSPHOTRANSFERASE-RXN"" // ""2.7.7.14-RXN"" // ""ETHANOLAMINE-KINASE-RXN"
PhosphatidylglycerolBiosynthesis		
PWY4FS-7	PWY0-1319	"PGPPHOSPHA-RXN"" // ""PHOSPHAGLYPSYN-RXN"" // ""RXN-10462"" // ""1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN"" // ""GLYC3PDEHYDROGBIOSYN-RXN"" // ""CDPDIGLYSYN-RXN"
PWY4FS-8	PWY-5667	"PGPPHOSPHA-RXN"" // ""PHOSPHAGLYPSYN-RXN"" // ""GLYC3PDEHYDROGBIOSYN-RXN"" // ""RXN-1381"" // ""RXN-1623"" // ""CDPDIGLYSYN-RXN"
Phosphatidylinositol-Biosynthesis		
Phosphatidylserine-Biosynthesis		
LIPASYN-PWY		"PHOSPHOLIPASE-C-RXN"" // ""PHOSPHOLIPASE-A1-RXN"" // ""PHOSPHOLIPASE-A2-RXN"" // ""PHOSCHOL-RXN"" // ""3.1.4.11-RXN"
Phospholipid-Biosynthesis		
PWY-762		"RXN-8361"" // ""RXN-8360"" // ""RXN-8331"" // ""RXN-8330"" // ""RXN-8329"" // ""RXN-8328"" // ""RXN-8326"" // ""RXN-8327"" // ""RXN-8325"" // ""RXN-8324"" // ""RXN-8323"" // ""RXN-8322"" // ""RXN-8321"" // ""RXN-8320"" // ""RXN-8319"" // ""RXN-8318"" // ""RXN-8317"" // ""RXN-8316"" // ""RXN-1727"" // ""RXN-1726"" // ""RXN-1725"
PWY-7416		"RXN-1641"" // ""RXN-15066"" // ""RXN-15065"
Pantothenate-Biosynthesis		
PANTO-PWY		"PANTOTHENATE-KIN-RXN"" // ""3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN"" // ""2-DEHYDROPANTOATE-REDUCT-RXN"" // ""PANTOATE-BETA-ALANINE-LIG-RXN"
Phosphorus-Compounds		
PWY-181		"GLYOHMETRANS-RXN"" // ""GCVMULTI-RXN"" // ""SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN"" // ""GLYCERATE-DEHYDROGENASE-RXN"" // ""GLYCINE-AMINOTRANSFERASE-RXN"" // ""GLY3KIN-RXN"" // ""RXN-969"" // ""GPH-RXN"" // ""RXN-961"
Photosynthesis		
PWY-101		"RXN-15479"" // ""PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN"" // ""1.18.1.2-RXN"" // ""PSII-RXN"
PWY-5027		"RXN-17066"" // ""RXN-17007"" // ""RXN-7569"" // ""RXN-7568"
Phylloquinone-Biosynthesis		
Phytate-Biosynthesis		
Phytate-Degradation		
PWY-4702		"RXN0-5408"" // ""RXN0-1001"" // ""RXN-7241"" // ""RXN-7242"" // ""RXN-7243"" // ""RXN-7244"" // ""RXN-7245"" // ""RXN-7246"" // ""RXN-7247"" // ""RXN-7248"" // ""RXN-7249"" // ""RXN-7250"" // ""RXN-7253"" // ""RXN-7251"
PHYTOALEXIN-SYN		
PHYTOALEXIN-DEG		
PWY-7484		"RXN-15463"" // ""RXN-15462"" // ""RXN-15445"" // ""RXN-15444"" // ""RXN-15433"" // ""RXN-15432"" // ""RXN-12884"
PWY-6745		2.3.2.15-RXN
PWY-7170		"RXN-17523"" // ""RXN-13968"" // ""1.3.7.4-RXN"
PWY-5107		"RXN-7763"" // ""RXN-7683"
PWY-5063		"RXN-7658"" // ""RXN-7659"" // ""RXN-7660"
Phytyl-Diphosphate-Biosynthesis		
Pinitol-Biosynthesis		
PWY-5059		"RXN-7689"" // ""RXN-7648"" // ""RXN-7647"" // ""RXN-7645"
PLANT-CELL-STRUCTURE		
Plant-Hormone-Biosynthesis		
PLANT-HORMONE-DEG		
PWY-2541	PWY-5670	"RXN-11939"" // ""RXN-11938"" // ""RXN-11937"" // ""RXN-11936"" // ""RXN-11935"" // ""RXN-11934"" // ""RXN-11933"" // ""RXN-11932"" // ""RXN-11931"" // ""RXN-11930"" // ""RXN-11929"" // ""RXN-11928"" // ""RXN-11927"" // ""RXN-11926"" // ""RXN-11925"" // ""RXN-13162"" // ""SQUALENE-MONOOXYGENASE-RXN"" // ""RXN-8352"" // ""RXN-8353"" // ""2.1.1.143-RXN"" // ""RXN-4243"" // ""RXN-4242"" // ""RXN-4224"" // ""RXN-4221"" // ""RXN-4222"" // ""RXN-4210"" // ""RXN-4209"" // ""RXN-708"" // ""RXN-707"" // ""RXN3O-218"" // ""RXN-4161"" // ""RXN-4144"" // ""1.14.13.70-RXN"" // ""CYCLOEUCALENOL-CYCLOISOMERASE-RXN"" // ""RXN-4021"" // ""CYCLOARTENOL-SYNTHASE-RXN"
PWY-6663	PWY-5670	"RXN-11878"" // ""RXN-11961"" // ""RXN-11959"" // ""RXN-11958"" // ""RXN-11957"" // ""RXN-11956"" // ""RXN-11950"" // ""RXN-11949"" // ""RXN-11948"" // ""RXN-11947"" // ""RXN-11946"" // ""RXN66-28"" // ""RXN66-27"" // ""RXN-11887"" // ""RXN-11884"" // ""RXN-11881"" // ""RXN-11876"" // ""RXN-13162"" // ""SQUALENE-MONOOXYGENASE-RXN"" // ""CYCLOARTENOL-SYNTHASE-RXN"
Plastoquinone-Biosynthesis		
PWY-1581		"RXN-2762"" // ""RXN-2761"" // ""4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN"
PWY-6710		"RXN-12143"" // ""RXN-12137"" // ""RXN-12138"" // ""RXN-12139"" // ""RXN-12140"" // ""RXN-12141"" // ""RXN-12142"" // ""RXN-9703"" // ""RXN-12136"" // ""RXN-12134"" // ""RXN-12135"
POLYKETIDE-ALKALOIDS		
POLYKETIDE-SYN		
POLYKETIDE-DEG		
Polymer-Degradation		
Polyprenyl-Biosynthesis		
Polysaccharides-Biosynthesis		
POLYSACCHARIDES-DEG		
POLYTERPENOID-SYN		
PUFA-Biosynthesis		
Porphyrin-Compounds-Biosynthesis		
PRENYLFLAVONOID-SYN		
PRIMARY-CELL-WALL		
PROANTHOCYANIDIN-SYN		
PWY-641		"RXN-17699"" // ""RXN-17698"" // ""RXN-17677"" // ""RXN-10691"" // ""RXN-10692"" // ""RXN-10693"
Propane-Degradation		
Propionate-Degradation		
Protein-Degradation		
Protein-Glycosylation		
Protein-Modification		
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS		"RXN-16594"" // ""RXN-16593"" // ""RXN-16592"" // ""2.4.1.119-RXN"" // ""2.4.1.117-RXN"" // ""2.4.1.83-RXN"" // ""RXN-5472"" // ""RXN-5471"" // ""RXN-5470"" // ""RXN-5469"" // ""RXN-5468"" // ""RXN-5467"" // ""RXN-5466"" // ""RXN-5464"" // ""RXN-5462"" // ""RXN-5463"" // ""2.4.1.142-RXN"" // ""2.4.1.141-RXN"" // ""2.7.8.15-RXN"
IND-AMINO-ACID-SYN		
Proteinogenic-Amino-Acids-Degradation		
Protocatechuate-Degradation		
PRPP-Biosynthesis		
PWY0-662		PRPPSYN-RXN
PWY-6019		"PSEUDOURIDINE-KINASE-RXN"" // ""RXN0-5398"
PURINE-ALKALOIDS		
PWY-7224		"DADPKIN-RXN"" // ""DGDPKIN-RXN"" // ""DEOXYADENYLATE-KINASE-RXN"" // ""GMKALT-RXN"" // ""DEOXYADENOSINE-KINASE-RXN"" // ""DEOXYGUANOSINE-KINASE-RXN"
Purine-Deoxyribonuc-De-Novo-Biosynthesis		
PUR-NUC-SYN		
Purine-Nucleotides-Salvage		
Purine-Nucleotide-De-Novo-Biosynthesis		
Purine-Degradation		
PWY-5044	PWY-6596	"RXN0-366"" // ""GUANINE-DEAMINASE-RXN"" // ""GUANOSINE-DEAMINASE-RXN"" // ""RXN-7609"" // ""RXN-7682"" // ""RXN0-901"" // ""RXN0-363"" // ""INOSINE-NUCLEOSIDASE-RXN"" // ""RXN-7607"" // ""XMPXAN-RXN"" // ""IMP-DEHYDROG-RXN"" // ""AMP-DEAMINASE-RXN"
Purine-Ribonuc-De-Novo-Biosynthesis		
PWY-6227		"TRANS-RXN-199"" // ""TRANS-RXN-198"" // ""TRANS-RXN-195"
Putrescine-Biosynthesis		
PWY-43		"N-CARBAMOYLPUTRESCINE-AMIDASE-RXN"" // ""AGMATINE-DEIMINASE-RXN"" // ""ARGDECARBOX-RXN"
PWY-46		ORNDECARBOX-RXN
Putrescine-Degradation		
PWY-5381		"NICOTINAMID-RXN"" // ""RXN-8444"" // ""NAD-SYNTH-GLN-RXN"" // ""NICONUCADENYLYLTRAN-RXN"" // ""NICOTINATEPRIBOSYLTRANS-RXN"" // ""RXN-8443"" // ""RXN-8442"" // ""RXN-8441"" // ""RXN-5841"" // ""NMNNUCLEOSID-RXN"" // ""NADPYROPHOSPHAT-RXN"
PWY-6466		RXN-11322
PLPSAL-PWY		"PYRIDOXKIN-RXN"" // ""PMPOXI-RXN"" // ""PNPOXI-RXN"" // ""PYRAMKIN-RXN"" // ""PNKIN-RXN"
PWY-7204		"3.1.3.74-RXN"" // ""PYRIDOXINE-4-DEHYDROGENASE-RXN"" // ""RXN-14046"" // ""RXN-14181"" // ""PYRAMKIN-RXN"" // ""PYRIDOXKIN-RXN"" // ""PNKIN-RXN"" // ""PMPOXI-RXN"" // ""PNPOXI-RXN"
Pyrimidine-Deoxyribonucleosides-Deg		
PWY-7199		"THYMIDYLATESYN-RXN"" // ""DEOXYCYTIDINE-KINASE-RXN"" // ""THYKI-RXN"" // ""DURIDKI-RXN"" // ""CYTIDEAM-RXN"
PWY-7197		"DCDPKIN-RXN"" // ""DTDPKIN-RXN"" // ""RXN-7913"" // ""DTMPKI-RXN"
Pyrimid-Deoxyribonucleot-De-Novo-Biosyn		
PWY-7184		"RXN-12195"" // ""CDPREDUCT-RXN"" // ""UDPREDUCT-RXN"" // ""DTDPKIN-RXN"" // ""DTMPKI-RXN"" // ""THYMIDYLATESYN-RXN"" // ""DUTP-PYROP-RXN"" // ""DUDPKIN-RXN"" // ""DCDPKIN-RXN"
PWY-7187		"THYMIDYLATESYN-RXN"" // ""RXN0-723"" // ""RXN0-724"" // ""DTDPKIN-RXN"" // ""DTMPKI-RXN"" // ""DUTP-PYROP-RXN"" // ""DCTP-DEAM-RXN"
PWY-7206		"RXN-14188"" // ""DUTP-PYROP-RXN"" // ""DCTP-PYROPHOSPHATASE-RXN"
Pyrimidine-Base-Degradation		
PWY-7183		URACIL-PRIBOSYLTRANS-RXN
PYR-NUC-SYN		
Pyrimidine-De-Novo-Biosyn		
Pyrimidine-Degradation		
Pyrimidine-Nucleotide-Salvage		
Pyrimidine-Ribonucleosides-Degradation		
PWY-7193		"CYTIKIN-RXN"" // ""URIDINEKIN-RXN"" // ""CYTIDEAM2-RXN"
PWY-6556		"URIDINE-NUCLEOSIDASE-RXN"" // ""CYTIDEAM2-RXN"
Pyrimid-Ribonucleot-De-Novo-Biosyn		
PWY-5687		"RXN-11832"" // ""RXN-12002"" // ""RXN-12195"" // ""RXN-12196"" // ""RXN-12197"" // ""RXN-12198"" // ""RXN-12199"" // ""RXN-12200"" // ""CDPKIN-RXN"" // ""CTPSYN-RXN"" // ""UDPKIN-RXN"
PWYQT-4445		"URKI-RXN"" // ""URACIL-PRIBOSYLTRANS-RXN"" // ""URIDINE-NUCLEOSIDASE-RXN"" // ""RXNQT-4150"
PYRROLIDINE-ALKALOIDS		
PYRROLIZIDINE-ALKALOIDS		
PYRUVDEHYD-PWY		"RXN0-1134"" // ""RXN0-1132"" // ""RXN0-1133"
Pyruvate-Acetate-Fermentation		
Acetoin-Biosynthesis		
Pyruvate-Butanol-Fermentation		
Pyruvate-Ethanol-Fermentation		
PWY-5486		"RXN-6161"" // ""ALCOHOL-DEHYDROG-RXN"
PWY-5481		L-LACTATE-DEHYDROGENASE-RXN
Pyruvate-Lactate-Fermentation		
Pyruvate-Propanoate-Fermentation		
PWY-6199		"RXN-10244"" // ""RXN-8262"" // ""RXN-10138"" // ""RXN-10132"" // ""RXN-10131"" // ""RXN-10130"" // ""2.8.2.28-RXN"" // ""2.8.2.27-RXN"" // ""2.8.2.26-RXN"" // ""FLAVONOL-3-SULFOTRANSFERASE-RXN"
Quinate-Degradation		
Quinone-Biosynthesis		
QUINOLINE-ALKALOIDS		
QUINOLIZIDINE-ALKALOIDS		
QUINONE-SYN		
DETOX1-PWY-1	DETOX1-PWY	"RXN-12540"" // ""GLUTATHIONE-PEROXIDASE-RXN"" // ""CATAL-RXN"" // ""SUPEROX-DISMUT-RXN"
REACTIVE-OXYGEN-SPECIES-DEGRADATION		
Reductants		
Reductive-TCA-Cycles		
Resin-Acids-Biosynthesis		
Respiration		
PWY-84		"RXN-7578"" // ""RXN-7577"" // ""RXN-7575"" // ""RXN-87"
Rhamnogalacturonan-Degradation		
Rhodoquinone-Biosynthesis		
PWY-5160		"RXN-8006"" // ""RXN-8005"
PWY-5048		"1.1.1.222-RXN"" // ""RXN-7629"" // ""RXN-7628"" // ""RXN-7631"" // ""RXN-7626"" // ""RXN-7630"" // ""TYROSINE-AMINOTRANSFERASE-RXN"
PWY-5049		"RXN-7633"" // ""RXN-7632"" // ""2.6.1.49-RXN"" // ""TYROSINE-3-MONOOXYGENASE-RXN"
Rotenoids-Biosynthesis		
PWY-5723		"3PGAREARR-RXN"" // ""2PGADEHYDRAT-RXN"" // ""PEPDEPHOS-RXN"" // ""PHOSPHORIBULOKINASE-RXN"" // ""RIBULP3EPIM-RXN"" // ""RIB5PISOM-RXN"" // ""TRANSALDOL-RXN"" // ""1TRANSKETO-RXN"" // ""2TRANSKETO-RXN"" // ""RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN"
SAM-PWY		S-ADENMETSYN-RXN
S-adenosyl-L-methionine-cycle		
PWY-5041		"HOMOCYSMET-RXN"" // ""RXN-7605"" // ""ADENOSYLHOMOCYSTEINASE-RXN"" // ""S-ADENMETSYN-RXN"
Methylthioadenosine-Degradation		
PWY-6754		"5-METHYLTHIORIBOSE-KINASE-RXN"" // ""METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN"
